ID,CUSTOMER_ID,DATA_USAGE,MINUTE_USAGE,SMS_USAGE,PAYMENT_STATUS
224,224,18051.13,867,130,UNPAID
225,225,0,0,1080,LATE
226,226,0,0,4480,PAID
227,227,6540.95,375,410,PAID
228,228,17080.56,294,358,LATE
230,230,6199.16,501,2,PAID
231,231,9580.74,850,109,UNPAID
232,232,2991.46,394,17,PAID
234,234,9983.38,386,513,PAID
235,235,6025.71,163,414,PAID
236,236,6279.05,367,516,PAID
237,237,0,0,8283,PAID
238,238,6777.87,265,296,UNPAID
239,239,10241.25,734,666,PAID
240,240,2106.3,396,603,PAID
241,241,1677.41,803,199,PAID
242,242,13629.84,82,141,LATE
243,243,2800.92,279,320,PAID
244,244,8042.77,259,581,PAID
245,245,0,0,2459,LATE
246,246,7999.18,99,489,PAID
247,247,13361.51,239,675,LATE
248,248,18556.26,867,58,UNPAID
249,249,4906.53,546,465,PAID
250,250,15354.33,953,511,PAID
251,251,0,0,6713,LATE
252,252,7766.47,137,366,PAID
253,253,11696.36,260,19,PAID
254,254,4674.75,241,115,LATE
255,255,0,0,6400,PAID
256,256,0,0,1230,PAID
257,257,0,0,4361,PAID
258,258,11168.07,692,38,LATE
259,259,6640.03,69,57,UNPAID
260,260,1475.14,178,773,UNPAID
261,261,0,0,2296,PAID
262,262,2344.48,442,527,PAID
263,263,9045.51,977,706,LATE
264,264,308.19,278,489,PAID
265,265,3036.51,464,186,PAID
266,266,0,0,6024,PAID
267,267,1922.3,149,550,PAID
268,268,0,0,8706,PAID
269,269,3166.87,300,705,PAID
270,270,0,0,5022,PAID
271,271,9519.96,985,12,PAID
272,272,9269.14,107,440,PAID
273,273,16609.29,840,373,PAID
274,274,14179.08,565,181,PAID
275,275,0,0,6802,PAID
276,276,0,0,4542,PAID
277,277,0,0,7564,PAID
278,278,0,0,3261,UNPAID
279,279,11280.46,776,768,PAID
280,280,0,0,5046,PAID
281,281,0,0,8710,PAID
282,282,0,0,4499,PAID
283,283,0,0,4263,PAID
284,284,1049.46,264,461,PAID
285,285,0,0,2963,PAID
286,286,8391.95,210,156,PAID
287,287,0,0,3301,PAID
288,288,8646.46,407,489,PAID
289,289,3978.21,189,86,PAID
290,290,5060.22,678,383,PAID
291,291,2836.25,326,134,UNPAID
292,292,12240.3,134,156,PAID
293,293,0,0,3890,LATE
294,294,13703.71,518,187,PAID
295,295,0,0,9341,PAID
296,296,17147.62,418,222,PAID
297,297,9421.3,129,517,PAID
298,298,7307.84,439,262,PAID
299,299,19021.17,647,196,UNPAID
300,300,10624.37,281,148,PAID
302,302,8634.98,222,90,PAID
303,303,0,0,657,LATE
304,304,5311.91,263,298,LATE
305,305,8880.11,291,158,PAID
306,306,0,0,523,PAID
307,307,0,0,2764,PAID
308,308,4351.52,874,199,PAID
309,309,7247.61,357,262,PAID
310,310,1433.13,752,689,PAID
311,311,20476.18,418,221,UNPAID
312,312,837.58,223,170,PAID
313,313,9697.82,414,275,PAID
314,314,0,0,2534,PAID
315,315,2467.23,212,73,PAID
316,316,1352.7,394,145,PAID
317,317,0,0,9360,PAID
318,318,671.29,545,169,PAID
319,319,307.86,787,193,PAID
320,320,18691.09,162,964,PAID
321,321,825.08,236,387,PAID
322,322,4831.62,242,279,LATE
323,323,9106.97,840,182,LATE
324,324,4525.4,900,544,PAID
325,325,2979.53,670,237,PAID
327,327,4372.96,357,2,PAID
328,328,10585.75,261,34,PAID
330,330,4575.95,635,19,PAID
331,331,12951.56,223,593,UNPAID
332,332,7518.15,282,150,PAID
333,333,2133.86,264,163,PAID
334,334,0,0,9924,PAID
335,335,0,0,6926,PAID
336,336,5004.4,503,44,PAID
337,337,8563.35,183,203,PAID
338,338,9095.32,289,434,PAID
339,339,2353.42,253,195,PAID
340,340,5279.3,410,284,PAID
341,341,0,0,8824,PAID
342,342,14612.54,905,673,PAID
344,344,2200.04,211,593,PAID
345,345,1336.93,326,23,PAID
346,346,0,0,389,UNPAID
347,347,11523.02,748,153,LATE
348,348,2108.89,475,909,PAID
349,349,11236.76,778,58,PAID
350,350,19393.09,617,377,PAID
351,351,1179.59,830,198,LATE
352,352,13595.51,974,198,PAID
353,353,0,0,6611,UNPAID
354,354,0,0,9178,PAID
355,355,4764.99,604,851,PAID
356,356,7102.08,685,977,UNPAID
357,357,0,0,5384,PAID
358,358,7252.84,859,253,PAID
359,359,11572.79,577,854,LATE
360,360,13839.28,642,233,PAID
361,361,10207.76,928,233,PAID
362,362,3907.43,291,125,PAID
363,363,0,0,5400,PAID
364,364,5581.03,94,158,PAID
365,365,2067.26,511,472,PAID
366,366,20261.22,946,15,UNPAID
367,367,6085.05,129,506,PAID
368,368,6355.59,762,400,PAID
369,369,2601.22,169,671,PAID
370,370,8743.59,603,265,PAID
371,371,7641.13,108,223,PAID
372,372,12599.57,188,943,PAID
373,373,1193.05,441,525,PAID
374,374,16777.35,109,204,PAID
375,375,0,0,8708,PAID
376,376,7740.14,445,214,PAID
377,377,10735.46,543,338,PAID
378,378,0,0,1604,PAID
379,379,0,0,2413,PAID
380,380,0,0,6260,LATE
381,381,7181.42,522,331,PAID
382,382,5117.12,575,37,PAID
383,383,128.11,199,967,PAID
384,384,3653.55,163,287,LATE
385,385,6789.03,53,132,PAID
386,386,0,0,2867,PAID
387,387,11759.15,489,940,PAID
388,388,6480.72,707,794,PAID
389,389,0,0,8468,PAID
390,390,5571.08,225,138,PAID
391,391,469.11,802,331,PAID
392,392,4808.72,200,237,LATE
393,393,6306.63,196,94,PAID
394,394,3042.87,77,469,PAID
395,395,18213.42,647,4,LATE
396,396,18792.11,243,370,UNPAID
397,397,8656.44,935,245,PAID
398,398,19084.55,113,247,PAID
399,399,20118.14,401,29,PAID
400,400,0,0,4404,PAID
401,401,6389.78,431,38,PAID
402,402,3262.27,821,190,PAID
403,403,0,0,2399,PAID
404,404,82.02,292,201,PAID
405,405,1281.47,350,9,UNPAID
406,406,4720.08,470,108,PAID
407,407,5564.34,593,125,LATE
408,408,3528.82,257,349,PAID
409,409,0,0,8815,LATE
410,410,0,0,5182,PAID
411,411,17611.43,417,237,PAID
412,412,16302.29,816,950,UNPAID
414,414,16560.64,419,164,LATE
415,415,4615.91,85,192,PAID
416,416,16541.87,447,34,PAID
417,417,2435.57,817,293,LATE
418,418,17130.4,606,907,PAID
419,419,9818.42,162,382,PAID
420,420,2649.93,437,1,PAID
421,421,0,0,2367,UNPAID
422,422,7859.81,172,449,UNPAID
423,423,17057.87,766,179,LATE
424,424,17469.78,248,255,PAID
425,425,12208.28,73,557,PAID
426,426,10936.33,707,498,LATE
427,427,9435.18,508,128,PAID
428,428,3601.71,492,248,PAID
429,429,3690.8,183,66,PAID
430,430,0,0,4738,PAID
431,431,14389.45,774,24,PAID
432,432,10900.49,771,141,PAID
433,433,3172.18,894,3,PAID
434,434,0,0,7174,PAID
435,435,13371.25,535,72,PAID
436,436,4449.75,408,81,UNPAID
437,437,7546.99,386,156,PAID
438,438,7321.4,252,101,PAID
439,439,0,0,1397,PAID
440,440,6946.97,14,492,PAID
441,441,8806.03,95,63,PAID
442,442,12576.73,367,238,LATE
443,443,0,0,1179,PAID
444,444,0,0,1694,PAID
445,445,12532.77,549,189,PAID
446,446,0,0,533,PAID
447,447,17357.19,478,177,PAID
448,448,9632.9,272,98,PAID
450,450,0,0,2943,PAID
451,451,13713.88,133,164,PAID
452,452,13629.86,405,88,PAID
453,453,0,0,1584,LATE
454,454,0,0,8662,PAID
455,455,8830.39,111,462,PAID
456,456,0,0,6148,PAID
457,457,10259.8,882,50,PAID
459,459,0,0,8040,PAID
460,460,0,0,5338,UNPAID
461,461,0,0,1635,PAID
462,462,0,0,6312,PAID
464,464,4317.42,448,110,PAID
465,465,9622.57,399,488,PAID
466,466,874.9,669,941,PAID
468,468,5174,345,245,PAID
469,469,6618.14,446,82,PAID
470,470,0,0,1382,PAID
471,471,1437.11,803,818,PAID
472,472,0,0,8998,PAID
473,473,7812.39,317,405,PAID
474,474,2620.42,877,225,PAID
475,475,0,0,6084,PAID
476,476,810.62,296,306,PAID
477,477,15548.69,713,99,PAID
478,478,2147.7,903,49,PAID
479,479,0,0,8496,PAID
480,480,10605.35,242,426,PAID
481,481,16451.03,319,47,LATE
482,482,12235.94,563,102,PAID
483,483,13050.96,889,318,PAID
484,484,15874.38,185,195,PAID
485,485,8432.25,91,258,PAID
486,486,0,0,9074,UNPAID
487,487,5451.55,155,32,LATE
488,488,19941.55,578,504,PAID
489,489,3019.94,420,179,PAID
490,490,1424.3,326,504,PAID
491,491,0,0,3432,UNPAID
492,492,9627.62,7,77,PAID
493,493,0,0,5425,PAID
494,494,0,0,7734,LATE
495,495,18334.89,740,205,UNPAID
496,496,0,0,3203,PAID
497,497,7672.11,419,577,PAID
498,498,3450.52,327,212,PAID
499,499,0,0,8802,PAID
500,500,6754.4,615,191,PAID
501,501,14070.6,120,80,PAID
502,502,18755.14,868,75,PAID
503,503,7371.52,365,65,LATE
504,504,9139.6,307,1,PAID
505,505,0,0,6311,PAID
506,506,19961.14,229,911,PAID
508,508,0,0,9455,LATE
509,509,3943.14,799,22,PAID
510,510,0,0,3645,PAID
511,511,6712.67,752,131,LATE
512,512,58.81,538,187,UNPAID
513,513,17897.38,157,329,LATE
514,514,0,0,2908,PAID
515,515,17566.66,181,275,PAID
516,516,0,0,1831,PAID
517,517,8313.98,106,468,UNPAID
518,518,11113.71,804,225,LATE
519,519,8200.65,396,9,PAID
520,520,4484.19,0,381,PAID
521,521,9207.95,37,440,PAID
522,522,3393.9,454,480,PAID
523,523,5833.66,132,125,UNPAID
524,524,0,0,1794,PAID
525,525,4020.31,595,505,PAID
527,527,0,0,2345,PAID
528,528,12636.11,280,209,LATE
529,529,15438.54,443,123,UNPAID
530,530,2371.93,539,585,PAID
531,531,10411.09,567,64,UNPAID
532,532,15582.53,231,155,PAID
535,535,17366.47,96,31,PAID
536,536,13810.59,117,117,PAID
537,537,11393.81,490,978,PAID
538,538,0,0,3867,PAID
539,539,16264.6,608,81,PAID
540,540,16557.73,699,33,PAID
541,541,11136.29,345,77,PAID
542,542,8654.29,234,85,PAID
544,544,0,0,8410,LATE
545,545,8236.99,558,385,PAID
546,546,5371.29,130,506,PAID
547,547,7859.34,932,701,PAID
548,548,8803.98,230,21,UNPAID
549,549,2046.89,64,931,PAID
550,550,11039.76,967,414,PAID
551,551,14101.13,542,148,LATE
552,552,0,0,3151,PAID
553,553,1166.11,624,281,UNPAID
554,554,9559.43,922,899,LATE
555,555,16167.82,548,231,LATE
556,556,2997.02,249,445,PAID
557,557,0,0,8098,UNPAID
558,558,0,0,371,UNPAID
559,559,10285.51,918,61,PAID
560,560,0,0,4997,LATE
561,561,5912.97,245,167,PAID
562,562,14922.33,503,174,PAID
563,563,2708.47,235,595,PAID
564,564,11562.91,710,29,PAID
565,565,439.53,741,269,PAID
566,566,1416.73,119,315,PAID
567,567,3177.63,492,579,PAID
568,568,1221,237,501,PAID
569,569,5014.13,965,360,LATE
570,570,12122,518,548,PAID
571,571,4158.97,697,9,LATE
572,572,0,0,1371,PAID
573,573,1404.75,229,98,PAID
574,574,19968.47,747,2,LATE
575,575,8824.69,193,55,LATE
576,576,18243.39,382,17,PAID
578,578,0,0,4668,PAID
579,579,12681.6,323,463,LATE
580,580,6256.83,16,459,PAID
581,581,18659.81,761,125,PAID
582,582,0,0,2961,PAID
584,584,11814.5,164,138,LATE
585,585,17062.52,197,358,PAID
586,586,0,0,1985,PAID
587,587,7826.87,324,413,PAID
588,588,0,0,8911,UNPAID
589,589,0,0,7990,PAID
590,590,6125.24,165,196,PAID
591,591,3617.63,456,428,PAID
592,592,19018.61,277,73,PAID
593,593,4774.42,257,524,PAID
594,594,3385.07,933,211,UNPAID
595,595,2839,999,602,LATE
597,597,0,0,5942,LATE
598,598,0,0,3478,PAID
599,599,0,0,9999,PAID
600,600,0,0,1248,UNPAID
601,601,10657.45,741,97,PAID
602,602,12110.57,853,9,LATE
603,603,0,0,5587,LATE
605,605,99.33,114,99,PAID
606,606,5694.93,285,103,PAID
607,607,0,0,9003,PAID
608,608,6551.33,132,173,PAID
609,609,1383.24,432,524,PAID
610,610,3377.91,531,118,UNPAID
611,611,6805.67,208,885,PAID
612,612,4697.47,176,373,PAID
613,613,16079.68,152,277,PAID
614,614,411.63,11,484,PAID
615,615,4391.58,105,290,UNPAID
618,618,2331.98,415,351,PAID
619,619,0,0,4695,UNPAID
620,620,2464.24,480,389,PAID
621,621,10031.48,724,103,LATE
622,622,3528.64,393,520,PAID
623,623,0,0,4814,PAID
624,624,5022.53,748,187,PAID
625,625,0,0,8435,PAID
626,626,7759.46,979,260,PAID
627,627,3331.11,290,515,PAID
628,628,0,0,3259,UNPAID
629,629,8249.59,542,79,PAID
630,630,0,0,2829,LATE
631,631,16843.36,777,993,PAID
632,632,0,0,5836,PAID
633,633,0,0,8710,PAID
634,634,9675.46,45,76,PAID
635,635,522.09,768,747,UNPAID
636,636,19068.72,935,276,UNPAID
637,637,5619.28,686,148,PAID
638,638,6329.31,22,521,PAID
639,639,17874.74,217,144,PAID
640,640,0,0,2443,PAID
641,641,9455.74,131,457,PAID
642,642,8731.79,643,805,PAID
643,643,4635.42,482,92,UNPAID
644,644,6399.67,311,500,UNPAID
645,645,7600.22,228,455,PAID
646,646,4499.58,678,834,PAID
647,647,0,0,160,UNPAID
648,648,12470.96,548,737,PAID
649,649,3731.37,168,24,UNPAID
650,650,0,0,2012,UNPAID
651,651,3585.45,557,229,PAID
652,652,0,0,6068,PAID
653,653,3984.31,129,977,UNPAID
654,654,3836.11,141,250,PAID
655,655,0,0,1762,PAID
656,656,9.62,326,306,PAID
657,657,8900.42,681,95,PAID
658,658,6356.17,918,366,LATE
659,659,5292.44,366,133,PAID
660,660,4243.81,423,355,UNPAID
661,661,34.86,454,344,PAID
662,662,321,325,377,PAID
663,663,3181.59,733,783,PAID
664,664,7919.57,974,831,UNPAID
665,665,0,0,6751,PAID
666,666,10234.05,328,91,PAID
667,667,5086.33,341,263,PAID
668,668,10787.82,390,731,PAID
669,669,212.69,706,120,PAID
670,670,1351.01,308,146,UNPAID
671,671,8577.26,825,350,PAID
672,672,0,0,7038,UNPAID
673,673,20257.1,9,254,LATE
674,674,0,0,487,UNPAID
675,675,0,0,6361,PAID
676,676,4157.87,459,592,PAID
677,677,8323.1,289,486,LATE
679,679,1049.47,160,562,LATE
680,680,0,0,9769,LATE
681,681,9449.17,266,95,PAID
682,682,1335.08,421,222,LATE
683,683,9006.53,274,555,PAID
684,684,11813.67,789,85,PAID
685,685,6270.72,356,68,PAID
686,686,2245.85,164,404,UNPAID
687,687,4254.55,902,409,PAID
688,688,1148.58,723,713,PAID
689,689,7962.17,298,586,PAID
690,690,14965.16,600,837,PAID
691,691,14176.87,749,580,LATE
692,692,0,0,801,PAID
693,693,0,0,2874,PAID
694,694,9808.74,969,466,PAID
695,695,20029,937,822,PAID
696,696,2348.64,401,440,LATE
697,697,0,0,7059,PAID
698,698,0,0,5298,LATE
699,699,20421.43,566,182,PAID
700,700,2896.5,171,239,PAID
701,701,18448.92,260,681,PAID
702,702,0,0,366,LATE
703,703,0,0,9431,PAID
704,704,19151.64,844,411,LATE
705,705,5967.95,950,758,LATE
706,706,10212.74,97,569,LATE
707,707,16622.67,53,6,UNPAID
708,708,17722.85,266,6,UNPAID
709,709,10496.84,199,906,PAID
710,710,0,0,7090,PAID
711,711,8114.98,448,538,PAID
712,712,13712.15,156,216,PAID
713,713,7353.13,509,362,PAID
714,714,3462.5,312,567,UNPAID
715,715,14257.07,763,175,PAID
716,716,7039.52,437,590,PAID
717,717,18023.26,71,748,LATE
718,718,0,0,2674,PAID
719,719,16065.21,365,230,PAID
720,720,14191.65,46,239,LATE
721,721,0,0,7434,UNPAID
722,722,1296.6,550,283,LATE
723,723,6198.21,800,940,PAID
724,724,3197.03,347,480,UNPAID
725,725,255.42,106,348,PAID
726,726,7401.5,257,329,LATE
727,727,6152.54,379,392,PAID
728,728,5283.45,326,202,PAID
729,729,500.62,821,823,PAID
730,730,0,0,575,PAID
731,731,0,0,1689,PAID
732,732,5419.57,41,421,PAID
733,733,2707.72,738,877,PAID
734,734,8806.28,540,211,PAID
735,735,7192.2,230,327,PAID
736,736,0,0,796,PAID
737,737,9815.98,924,127,PAID
738,738,0,0,6212,LATE
739,739,5008.51,135,224,PAID
740,740,0,0,312,PAID
741,741,0,0,613,PAID
742,742,0,0,7665,UNPAID
743,743,4578.13,515,99,LATE
744,744,0,0,5548,PAID
745,745,0,0,455,PAID
746,746,14823.36,267,963,PAID
747,747,9013.92,843,883,PAID
748,748,0,0,8945,PAID
749,749,9619.02,387,31,PAID
750,750,148.61,518,592,PAID
751,751,4947.68,170,52,PAID
752,752,0,0,242,PAID
753,753,0,0,576,UNPAID
754,754,3794.01,318,70,PAID
755,755,0,0,823,PAID
756,756,0,0,8756,UNPAID
757,757,0,0,6081,PAID
758,758,0,0,7784,UNPAID
759,759,10077.36,212,228,PAID
760,760,2963.46,552,66,PAID
761,761,159.86,287,440,UNPAID
762,762,7830.47,895,424,PAID
763,763,1135.46,393,53,PAID
764,764,14042.41,488,901,PAID
765,765,0,0,3308,PAID
766,766,15204.45,874,27,LATE
767,767,3260.81,200,236,PAID
768,768,10581.76,701,242,LATE
769,769,735.79,713,102,PAID
770,770,9191.2,164,46,PAID
771,771,0,0,8577,UNPAID
772,772,0,0,5240,LATE
773,773,5381.68,55,49,PAID
774,774,9367.22,634,220,PAID
775,775,8888.75,35,490,UNPAID
776,776,19649.06,38,97,PAID
777,777,9249.88,3,32,PAID
778,778,8438.53,128,353,PAID
779,779,18199.98,342,385,PAID
780,780,2669.73,474,856,PAID
781,781,0,0,6382,UNPAID
782,782,3246.15,692,68,PAID
784,784,0,0,6607,PAID
785,785,20390.14,561,40,LATE
786,786,0,0,1266,PAID
787,787,6766.29,670,88,UNPAID
789,789,0,0,9944,PAID
790,790,3162.03,498,639,PAID
791,791,211.51,130,189,LATE
792,792,953.18,437,175,UNPAID
793,793,11838.64,219,128,PAID
794,794,0,0,6604,PAID
795,795,0,0,5195,UNPAID
796,796,1390.56,585,62,PAID
797,797,9945.03,466,244,UNPAID
798,798,13937.04,22,19,PAID
799,799,0,0,6884,PAID
800,800,13455.63,323,183,PAID
801,801,1309.03,563,97,PAID
802,802,548.76,109,1,LATE
803,803,10651.49,824,176,PAID
804,804,6456.56,221,60,PAID
805,805,9738.71,41,235,PAID
806,806,0,0,2586,PAID
807,807,18334.7,177,147,PAID
808,808,3115.01,227,471,PAID
809,809,16041.37,977,44,LATE
810,810,9842.1,467,310,PAID
811,811,8210.94,463,662,PAID
812,812,0,0,3797,PAID
813,813,8591.11,102,255,PAID
814,814,0,0,3560,PAID
815,815,0,0,7697,PAID
816,816,1775.63,356,252,PAID
817,817,7679.66,544,178,UNPAID
818,818,7580.68,123,197,PAID
820,820,3421.66,180,390,LATE
821,821,0,0,3099,PAID
822,822,2810.78,93,128,PAID
823,823,5395.41,330,539,UNPAID
824,824,0,0,6625,UNPAID
825,825,5410.53,317,45,PAID
826,826,10819.56,403,235,PAID
827,827,0,0,1925,PAID
828,828,14585.57,718,9,LATE
829,829,0,0,366,PAID
830,830,6227.63,34,496,PAID
831,831,7129.36,264,518,PAID
832,832,3119.23,927,225,PAID
833,833,9242.1,515,262,LATE
834,834,4071.07,76,537,PAID
835,835,4703.15,575,296,PAID
836,836,6588.2,262,84,PAID
837,837,0,0,9169,PAID
838,838,8084.05,56,340,PAID
839,839,17577.26,381,125,LATE
840,840,0,0,4664,UNPAID
841,841,0,0,8548,PAID
843,843,0,0,3343,LATE
844,844,499.69,824,784,PAID
845,845,0,0,7349,LATE
846,846,0,0,573,PAID
847,847,0,0,7606,LATE
848,848,9852.31,568,15,LATE
849,849,3414.61,75,191,UNPAID
850,850,0,0,9716,PAID
851,851,7767.4,484,165,UNPAID
852,852,13569.61,746,503,PAID
853,853,0,0,9446,LATE
854,854,460.39,456,237,PAID
855,855,3333.24,938,161,PAID
856,856,0,0,6949,PAID
857,857,16308.58,767,279,PAID
858,858,11840.85,156,617,UNPAID
859,859,10155.32,987,142,LATE
860,860,17840.52,24,495,PAID
861,861,0,0,2628,UNPAID
862,862,8756.94,253,544,UNPAID
863,863,19871.97,802,48,PAID
864,864,19639.94,667,791,LATE
865,865,18822.43,841,120,PAID
866,866,0,0,631,PAID
867,867,3808.61,507,165,PAID
868,868,9631.9,146,393,UNPAID
870,870,17340.71,33,843,LATE
871,871,5749.68,140,440,PAID
872,872,5115.93,345,537,PAID
873,873,0,0,7640,PAID
874,874,6044.27,218,219,PAID
875,875,2926.99,502,119,PAID
876,876,9209.32,440,553,PAID
